sr_no,state,ida,mp_name,mp_key,constituency,work_raw,work_id,work_category,work_description,recommended_date,recommended_amount,sanction_date,sr_no_san,work_raw_san,sanction_date_san,sanction_amount,work_status,sr_no_comp,work_raw_comp,completion_date,amount_disbursed,completion_status,expenditure_amount,expenditure_date,vendor_name,vendor_key,expenditure_transaction_count,payment_status,allocated_amount,allocation_state,allocation_constituency,calamity_count,calamity_consent_amount,calamity_types,effective_sanction_amount,recommendation_to_sanction_days,sanction_to_expenditure_days,project_duration_days,utilization_pct,cost_overrun_amount,cost_deviation_pct,remaining_sanction_amount,allocation_utilization_pct,effectively_completed,mp_total_projects,mp_total_sanction_amount,mp_total_expenditure_amount,mp_utilization_pct,category_median_sanction,cost_vs_category_median_pct,vendor_project_count,vendor_total_payment,vendor_average_payment,vendor_mp_count,vendor_state_count,vendor_payment_share_pct,flag_unusual_expenditure,flag_cost_overrun,flag_extreme_cost_overrun,flag_delayed_project,flag_suspicious_vendor,flag_multiple_payments,flag_duplicate_payment,flag_duplicate_beneficiary,flag_geographic_inconsistency,flag_transaction_outlier,anomaly_count,rule_score,ml_anomaly_score,risk_score,risk_category,risk_signal_strength,anomaly_type,explanation
,Andhra Pradesh,Eluru(DISTRICT COLLECTOR ELURU_IDA),Putta Mahesh Kumar,PUTTA MAHESH KUMAR,ELURU,,WS/MP18007/2024,Normal/Others,"Construction of Resting Barracks with attached wash rooms for Women in the District Police Office, Eluru",2024-10-25,,,7167,"WS/MP18007/2024-2025/149400-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",2025-02-05,3204000.0,Work partially Completed,,,,,,1097173.0,2026-08-27,VIJAYA VIKRAM CONSTRUCTIONS,VIJAYA VIKRAM CONSTRUCTIONS,1.0,Payment In-Progress,147000000.0,Andhra Pradesh,ELURU,,,,3204000.0,,,,34.243851435705366,-2106827.0,-65.75614856429463,2106827.0,2.179591836734694,1,3,4004000.0,3534081.0,88.26376123876123,600000.0,434.0,1,1097173.0,1097173.0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,48.246138732606035,28.95,Low,23.7,None,No material anomaly signal detected.
970,Andhra Pradesh,Eluru(DISTRICT COLLECTOR ELURU_IDA),Putta Mahesh Kumar,PUTTA MAHESH KUMAR,ELURU,WS/MP18007/2025-2026/137095-Setting up of laboratories,WS/MP18007/2025,Normal/Others,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,400000.0,2025-04-28,946,WS/MP18007/2025-2026/137081-Setting up of laboratories,2026-01-09,400000.0,Physical Inspection,21180,WS/MP18007/2025-2026/137084-Setting up of laboratories,2025-12-08,400000.0,Completed,2436908.0,2026-08-01,SAO MANNROW CONSTRUCTIONS PRIVATE LIMITED,SAO MANNROW CONSTRUCTIONS PRIVATE LIMITED,2.0,Payment Success,147000000.0,Andhra Pradesh,ELURU,,,,400000.0,245.0,460.0,469.0,609.227,2036908.0,509.22700000000003,-2036908.0,0.27210884353741494,1,3,4004000.0,3534081.0,88.26376123876123,600000.0,-33.33333333333333,1,2436908.0,2436908.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,32.33582434666777,22.6,Low,15.8,None,expenditure exceeds effective sanctioned amount
4724,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,WS/MP18011/2025-2026/144431-Construction of community centers and community halls,WS/MP18011/2025,Normal/Others,"Construction of Community Hall in Putchakayalamada (V), Pattikonda (M), Kurnool Dt. Under MPLADS funds, 2024-25",2024-09-29,2998485.0,2025-04-28,4647,WS/MP18011/2025-2026/144431-Construction of community centers and community halls,2025-04-28,2998485.0,Physical Inspection,11826,WS/MP18011/2025-2026/207339-Installing tube-wells and borewells,2026-01-27,199939.0,Completed,,,,,,,159998515.11,Andhra Pradesh,KURNOOL,,,,2998485.0,211.0,,485.0,,,,,1.8740705174285661,1,1,2998485.0,0.0,0.0,600000.0,399.7475,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.964124503550227,12.58,Low,3.2,None,No material anomaly signal detected.
4330,Assam,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),AMARSING TISSO,AMARSING TISSO,Diphu (ST),WS/MP18019/2024-2025/143870-Construction of shelters for animals,WS/MP18019/2024,Repair and Renovation,"Improvement of Poultry Farm near ""KERUF- Karbi Ex-Revolutionary United Forum"" Office, 5th Mile, Diphu",2024-10-28,500000.0,2025-02-10,4260,WS/MP18019/2024-2025/143870-Construction of shelters for animals,2025-02-10,500000.0,Physical Inspection,4956,WS/MP18019/2024-2025/154276-Creation of new ponds,2026-01-01,199904.0,Completed,145176.0,2026-07-16,GAUTAM HANSE,GAUTAM HANSE,5.0,Payment In-Progress,147000000.0,Assam,Diphu (ST),,,,500000.0,105.0,521.0,430.0,29.0352,-354824.0,-70.9648,354824.0,0.3401360544217687,1,3,8000000.0,8357353.0,104.46691249999999,749955.5,-33.32937754306756,3,8357353.0,2785784.3333333335,1,1,1.7371050379228925,0,0,0,0,0,1,1,0,0,0,2,18,92.45968400399937,62.68,High,65.8,Duplicate Payment,possible repeated work/vendor/amount payment pattern
4329,Assam,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),AMARSING TISSO,AMARSING TISSO,Diphu (ST),WS/MP18019/2025-2026/143869-Construction of culverts and bridges,WS/MP18019/2025,Normal/Others,"Construction of RCC Bridge at Den Teron Gaon, Namati",2024-10-28,2500000.0,2025-04-04,4259,WS/MP18019/2025-2026/143869-Construction of culverts and bridges,2025-04-04,2500000.0,Work partially Completed,9381,WS/MP18019/2025-2026/154341-Construction of water tanks,2026-02-26,181264.0,Completed,1259391.0,2026-08-27,GAUTAM HANSE,GAUTAM HANSE,8.0,Payment In-Progress,147000000.0,Assam,Diphu (ST),,,,2500000.0,158.0,510.0,486.0,50.37564,-1240609.0,-49.62436,1240609.0,1.7006802721088436,1,3,8000000.0,8357353.0,104.46691249999999,600000.0,316.66666666666663,3,8357353.0,2785784.3333333335,1,1,15.069256976461325,0,0,0,0,0,1,0,0,0,0,1,0,97.91734917469913,58.75,Medium,60.9,ML Anomaly,multivariate pattern is unusual versus uploaded batch
2120,Assam,DIMA HASAO(DEPUTY COMMISSIONER Dima Hasao_IDA),AMARSING TISSO,AMARSING TISSO,Diphu (ST),WS/MP18019/2026-2027/139500-Construction of community centers and community halls,WS/MP18019/2026,Normal/Others,"Construction of Community Building with Library, Guest Room, Conference Room at Haflong, Dima Hasao District (Total Estd. Cost:- Rs. 1.00 Cr.) 1st Installment Rs. 50.00 Lakhs",2024-09-06,5000000.0,2026-07-31,2088,WS/MP18019/2026-2027/139500-Construction of community centers and community halls,2026-07-31,5000000.0,Physical Inspection,,,,,,6952786.0,2026-08-21,GAUTAM HANSE,GAUTAM HANSE,10.0,Payment In-Progress,147000000.0,Assam,Diphu (ST),,,,5000000.0,693.0,21.0,,139.05572,1952786.0,39.05572,-1952786.0,3.4013605442176873,0,3,8000000.0,8357353.0,104.46691249999999,600000.0,733.3333333333333,3,8357353.0,2785784.3333333335,1,1,83.19363798561578,0,1,0,0,0,1,1,0,0,0,3,26,100.0,70.4,High,75.5,Duplicate Payment,expenditure exceeds effective sanctioned amount; possible repeated work/vendor/amount payment pattern
4052,Assam,GOALPARA(Deputy Commissioner Goalpara_IDA),RAKIBUL HUSSAIN,RAKIBUL HUSSAIN,DHUBRI,WS/MP18021/2024-2025/143255-Construction of boundary walls of existing public and community buildings,WS/MP18021/2024,Normal/Others,Construction of Boundary Wall with Iron Gate near Play ground of Goalpara Town Eidgah,2024-09-24,500000.0,2025-03-12,3985,WS/MP18021/2024-2025/143255-Construction of boundary walls of existing public and community buildings,2025-03-12,500000.0,Vendor Identification,2372,"WS/MP18021/2024-2025/143237-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",2026-04-27,500000.0,Completed,,,,,,,147000000.0,Assam,DHUBRI,,,,500000.0,169.0,,580.0,,,,,0.3401360544217687,1,3,1500000.0,1921593.0,128.1062,600000.0,-16.666666666666664,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5.958012403466104,3.57,Low,0.0,None,No material anomaly signal detected.
4056,Assam,GOALPARA(Deputy Commissioner Goalpara_IDA),RAKIBUL HUSSAIN,RAKIBUL HUSSAIN,DHUBRI,WS/MP18021/2025-2026/143259-Construction of community centers and community halls,WS/MP18021/2025,Normal/Others,Construction of Community Hall at Krishnai Weekly Market,2024-09-24,500000.0,2025-07-22,5296,WS/MP18021/2025-2026/145958-Construction of common work sheds/ common covered sitting area,2026-02-11,500000.0,Vendor Identification,21695,"WS/MP18021/2025-2026/214924-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",2025-12-01,250000.0,Completed,221607.0,2026-08-24,BHAI BHAI ENTERPRAIGE,BHAI BHAI ENTERPRAIGE,1.0,Payment In-Progress,147000000.0,Assam,DHUBRI,,,,500000.0,301.0,398.0,433.0,44.3214,-278393.0,-55.6786,278393.0,0.3401360544217687,1,3,1500000.0,1921593.0,128.1062,600000.0,-16.666666666666664,1,221607.0,221607.0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,22.846093176237794,13.71,Low,4.6,None,No material anomaly signal detected.
4029,Assam,SOUTH SALMARA MANCACHAR(Deputy Commissioner South Salmara Mankachar_IDA),RAKIBUL HUSSAIN,RAKIBUL HUSSAIN,DHUBRI,WS/MP18021/2026-2027/143229-Construction of bus-sheds or bus-stops,WS/MP18021/2026,Normal/Others,Construction of Waiting Shed at Jordanga Kuchnimara,2024-09-24,500000.0,2026-05-21,3962,WS/MP18021/2026-2027/143229-Construction of bus-sheds or bus-stops,2026-05-21,500000.0,Sanction,,,,,,1699986.0,2026-08-26,SHAZIBUL HASSAN MOLLAH,SHAZIBUL HASSAN MOLLAH,6.0,Payment In-Progress,147000000.0,Assam,DHUBRI,,,,500000.0,604.0,97.0,,339.9972,1199986.0,239.9972,-1199986.0,0.3401360544217687,0,3,1500000.0,1921593.0,128.1062,600000.0,-16.666666666666664,1,1699986.0,1699986.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,38.55985100221333,26.34,Low,20.4,None,expenditure exceeds effective sanctioned amount
4518,Assam,KAMRUP(DEPUTY COMMISSIONER KAMRUP_IDA),BIJULI KALITA MEDHI,BIJULI KALITA MEDHI,GUWAHATI,WS/MP18023/2024-2025/144134-Construction of buildings for community cultural activities,WS/MP18023/2024,Normal/Others,Construction of Open Stage for Cultural activities at Nagarbera Anchalik Rash Samity . Pin -781127,2024-09-28,800000.0,2025-03-28,4441,WS/MP18023/2024-2025/144134-Construction of buildings for community cultural activities,2025-03-28,800000.0,Work partially Completed,3203,"WS/MP18023/2024-2025/140680-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-04-27,2500000.0,Completed,,,,,,,147000000.0,Assam,GUWAHATI,,,,800000.0,181.0,,576.0,,,,,0.5442176870748299,1,2,1300000.0,0.0,0.0,600000.0,33.33333333333333,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.1401986780798707,0.68,Low,0.0,None,No material anomaly signal detected.
4345,Assam,KAMRUP(DEPUTY COMMISSIONER KAMRUP_IDA),BIJULI KALITA MEDHI,BIJULI KALITA MEDHI,GUWAHATI,WS/MP18023/2025-2026/143885-Construction of buildings for community cultural activities,WS/MP18023/2025,Normal/Others,"Construction of Cultural activites hall at Kahibari , Chamaria near Kahibari anchalic Saradia Durga Puja , Pin - 781136",2024-09-26,500000.0,2025-08-14,4262,WS/MP18023/2025-2026/143872-Retrofitting in essential lifeline buildings,2026-01-30,500000.0,Vendor Identification,,,,,,,,,,,,147000000.0,Assam,GUWAHATI,,,,500000.0,322.0,,,,,,,0.3401360544217687,0,2,1300000.0,0.0,0.0,600000.0,-16.666666666666664,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4.111677737006409,2.47,Low,0.0,None,No material anomaly signal detected.
,Assam,JORHAT(DEPUTY COMMISSIONER JORHAT_IDA),GAURAV GOGOI,GAURAV GOGOI,JORHAT,,WS/MP18024/2024,Normal/Others,"Construction of Trinayan Bahumukhi Kala Kristi Kendra, Dakhinpat, Bebejia GP",2024-10-18,,,6528,WS/MP18024/2024-2025/148263-Construction of community centers and community halls,2025-01-16,150000.0,Vendor Identification,20521,WS/MP18024/2024-2025/161008-Construction of community centers and community halls,2026-08-26,130858.0,Completed,,,,,,,147000000.0,Assam,JORHAT,,,,150000.0,,,677.0,,,,,0.10204081632653061,1,2,350000.0,405950.0,115.9857142857143,600000.0,-75.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6.926692134686649,4.16,Low,0.0,None,No material anomaly signal detected.
,Assam,CHARAIDEO(Deputy Commissioner Charaideo_IDA),GAURAV GOGOI,GAURAV GOGOI,JORHAT,,WS/MP18024/2025,Normal/Others,"Construction of Community Centre near at Kanubari Bagan Siva Mandir, Bhugbari, Kanubari Bagan, Haridev GP",2024-10-18,,,6552,WS/MP18024/2025-2026/148307-Construction of community centers and community halls,2025-08-14,200000.0,Vendor Identification,14718,WS/MP18024/2025-2026/199639-Construction of community centers and community halls,2026-04-28,999998.0,Completed,405950.0,2026-08-27,Neog Hardware,NEOG HARDWARE,3.0,Payment In-Progress,147000000.0,Assam,JORHAT,,,,200000.0,,,557.0,202.975,205950.0,102.975,-205950.0,0.13605442176870747,1,2,350000.0,405950.0,115.9857142857143,600000.0,-66.66666666666666,1,405950.0,405950.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,14.649613765245192,11.99,Low,2.5,None,expenditure exceeds effective sanctioned amount
4234,Bihar,GAYA(DISTRICT PLANNING OFFICER GAYA_IDA),ABHAY KUMAR SINHA,ABHAY KUMAR SINHA,AURANGABAD_BR,WS/MP18031/2024-2025/143574-Purchase of books and periodicals for libraries/digitization of library books,WS/MP18031/2024,Normal/Others,purchase of books for school library. sanction of five lacs for every school,2024-09-25,499385.0,2025-01-15,6996,WS/MP18031/2024-2025/148995-Lighting of public spaces,2025-03-02,299000.0,Physical Inspection,12747,WS/MP18031/2024-2025/148960-Lighting of public spaces,2025-08-09,299000.0,Completed,,,,,,,147000000.0,Bihar,AURANGABAD_BR,,,,299000.0,112.0,,318.0,,,,,0.20340136054421767,1,3,1096748.0,2005001.0,182.81328071717476,600000.0,-50.16666666666667,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,9.402086235702876,5.64,Low,0.0,None,No material anomaly signal detected.
4194,Bihar,GAYA(DISTRICT PLANNING OFFICER GAYA_IDA),ABHAY KUMAR SINHA,ABHAY KUMAR SINHA,AURANGABAD_BR,WS/MP18031/2025-2026/143486-Purchase of books and periodicals for libraries/digitization of library books,WS/MP18031/2025,Normal/Others,purchase of books for school library. sanction of five lacs of each school,2024-09-25,498748.0,2025-04-04,4126,WS/MP18031/2025-2026/143486-Purchase of books and periodicals for libraries/digitization of library books,2025-04-04,498748.0,Physical Inspection,19845,"WS/MP18031/2025-2026/228968-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-01-14,989474.0,Completed,1411786.0,2026-08-24,ASSISTANT ENGINEER BELAGANJ,ASSISTANT ENGINEER BELAGANJ,2.0,Payment In-Progress,147000000.0,Bihar,AURANGABAD_BR,,,,498748.0,191.0,507.0,476.0,283.0659972571318,913038.0,183.06599725713187,-913038.0,0.33928435374149657,1,3,1096748.0,2005001.0,182.81328071717476,600000.0,-16.875333333333334,1,1411786.0,1411786.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,19.268296949772974,14.76,Low,5.9,None,expenditure exceeds effective sanctioned amount
,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),ABHAY KUMAR SINHA,ABHAY KUMAR SINHA,AURANGABAD_BR,,WS/MP18031/2026,Normal/Others,Prakhand madanpur antargat shere vihar more war bazar shivganj me solar high mast street light ka adhisthapan,2024-10-22,,,7014,WS/MP18031/2026-2027/149021-Lighting of public spaces,2026-07-14,299000.0,Sanction,,,,,,593215.0,2026-08-27,ASSISTANT ENGINEER LAEO IMAMGANJ VIDHAN SABHA,ASSISTANT ENGINEER LAEO IMAMGANJ VIDHAN SABHA,1.0,Payment In-Progress,147000000.0,Bihar,AURANGABAD_BR,,,,299000.0,,,,198.39966555183946,294215.0,98.39966555183946,-294215.0,0.20340136054421767,0,3,1096748.0,2005001.0,182.81328071717476,600000.0,-50.16666666666667,1,593215.0,593215.0,1,1,100.0,0,1,0,0,0,0,0,0,0,0,1,8,14.359229753429334,11.82,Low,2.3,None,expenditure exceeds effective sanctioned amount
4250,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),SUDHAKAR SINGH,SUDHAKAR SINGH,BUXAR,WS/MP18032/2024-2025/143626-Construction of community centers and community halls,WS/MP18032/2024,Normal/Others,Construction of community hall with toilet near Ram Janki pond at Nuaon,2024-09-25,926359.0,2025-01-07,889,WS/MP18032/2024-2025/137007-Development of public parks,2025-03-26,1484134.0,Physical Inspection,2435,WS/MP18032/2024-2025/137001-Construction of community centers and community halls,2026-02-16,711037.0,Completed,,,,,,,185211956.54,Bihar,BUXAR,,,,1484134.0,104.0,,509.0,,,,,0.8013165174244425,1,2,1971228.0,0.0,0.0,600000.0,147.35566666666665,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4.808910352831354,2.89,Low,0.0,None,No material anomaly signal detected.
896,Bihar,BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),SUDHAKAR SINGH,SUDHAKAR SINGH,BUXAR,WS/MP18032/2025-2026/137005-Construction of boundary walls of existing public and community buildings,WS/MP18032/2025,Normal/Others,Boundary of urdu primary school public place at Sarimpur,2024-08-25,1397011.0,2025-09-04,147,WS/MP18032/2025-2026/134031-Construction of buildings for crèches and anganwadies,2025-11-22,487094.0,Physical Inspection,21295,WS/MP18032/2025-2026/192403-Construction of community centers and community halls,2026-05-13,1489247.0,Completed,,,,,,,185211956.54,Bihar,BUXAR,,,,487094.0,375.0,,626.0,,,,,0.26299274037138254,1,2,1971228.0,0.0,0.0,600000.0,-18.817666666666668,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14.167036569532328,8.5,Low,0.0,None,No material anomaly signal detected.
,Bihar,KATIHAR(DISTRICT PLANNING OFFICER KATIHAR_IDA),TARIQ ANWAR,TARIQ ANWAR,KATIHAR,,WS/MP18038/2025,Normal/Others,Purchase and installation of 16 meter high electric powered high mast LED (250W 8) lights.,2024-11-13,,,8944,WS/MP18038/2025-2026/152297-Lighting of public spaces,2025-10-06,994740.0,Physical Inspection,20913,WS/MP18038/2025-2026/160200-Lighting of public spaces,2025-11-19,970000.0,Completed,,,,,,,147000000.0,Bihar,KATIHAR,,,,994740.0,,,371.0,,,,,0.6766938775510204,1,1,994740.0,0.0,0.0,600000.0,65.79,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.119328772926251,0.67,Low,0.0,None,No material anomaly signal detected.
,Bihar,KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA),RAJESH VERMA,RAJESH VERMA,KHAGARIA,,WS/MP18039/2024,Normal/Others,Supply and installation work of highmask light,2024-11-12,,,8796,WS/MP18039/2024-2025/152033-Lighting of public spaces,2025-03-29,964000.0,Physical Inspection,6257,"WS/MP18039/2024-2025/162176-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-01-12,1182642.0,Completed,,,,,,,147000000.0,Bihar,KHAGARIA,,,,964000.0,,,426.0,,,,,0.6557823129251701,1,2,1962059.0,0.0,0.0,600000.0,60.66666666666667,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Low,0.0,None,No material anomaly signal detected.
,Bihar,KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA),RAJESH VERMA,RAJESH VERMA,KHAGARIA,,WS/MP18039/2025,Normal/Others,sonmanki PWD path se rajendra sah ke ghar hote hue fulo sah ghar jane wali sadak me PCC nirman karya,2024-11-11,,,8788,"WS/MP18039/2025-2026/152025-Construction of roads, link roads, pathways or any other road with or without drainage system",2025-05-21,998059.0,Physical Inspection,17712,"WS/MP18039/2025-2026/152025-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-01-16,998059.0,Completed,,,,,,,147000000.0,Bihar,KHAGARIA,,,,998059.0,,,431.0,,,,,0.6789517006802721,1,2,1962059.0,0.0,0.0,600000.0,66.34316666666666,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Low,0.0,None,No material anomaly signal detected.
4185,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),RAJESH RANJAN ALIAS PAPPU YADAV,RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,WS/MP18041/2024-2025/143477-Street lights,WS/MP18041/2024,Normal/Others,16 miter unchai wale L.E.D. (150*8) high mask light dibra bajar me aek adad adhisthapit karne ki anusansha ki jati hai,2024-09-25,850000.0,2025-01-18,3923,WS/MP18041/2024-2025/143142-Street lights,2025-03-21,850000.0,Physical Inspection,10833,"WS/MP18041/2024-2025/162505-Construction of roads, link roads, pathways or any other road with or without drainage system",2025-07-17,801197.0,Completed,,,,,,,147000000.0,Bihar,PURNEA,,,,850000.0,115.0,,295.0,,,,,0.5782312925170068,1,2,1700000.0,13121600.0,771.8588235294118,600000.0,41.66666666666667,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,29.417364955970378,17.65,Low,9.6,None,No material anomaly signal detected.
4187,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),RAJESH RANJAN ALIAS PAPPU YADAV,RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,WS/MP18041/2025-2026/143479-Street lights,WS/MP18041/2025,Normal/Others,16 miter unchai wale L.E.D. (150*8) high mask light mehta chauk nahar ke pas aek adad adhisthapit karne ki anusansha ki jati hai,2024-09-25,850000.0,2025-04-26,4119,WS/MP18041/2025-2026/143479-Street lights,2025-04-26,850000.0,Physical Inspection,16102,WS/MP18041/2025-2026/174353-Street lights,2025-09-22,3600000.0,Completed,13121600.0,2026-07-03,SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS,SILIGURI TRADING CENTRE PREVIOUSLY KNOWN AS G AND D TRADERS,16.0,Payment Success,147000000.0,Bihar,PURNEA,,,,850000.0,213.0,433.0,362.0,1543.7176470588236,12271600.0,1443.7176470588236,-12271600.0,0.5782312925170068,1,2,1700000.0,13121600.0,771.8588235294118,600000.0,41.66666666666667,1,13121600.0,13121600.0,1,1,100.0,1,1,0,0,0,1,1,0,0,1,5,52,87.93108188466266,73.56,High,79.4,Unusual Expenditure; Duplicate Payment; Transaction Outlier,expenditure is in an extreme upper range; expenditure exceeds effective sanctioned amount; possible repeated work/vendor/amount payment pattern
2713,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),MANOJ KUMAR,MANOJ KUMAR,SASARAM(SC),"WS/MP18043/2024-2025/140658-Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18043/2024,Normal/Others,Rajpur Pihra mukhya road se marchi dalit basti tak pcc nirman krya length 800 feet,2024-09-22,889391.0,2025-01-07,2561,WS/MP18043/2024-2025/140457-Construction of public libraries and reading rooms,2025-03-01,700000.0,Work partially Completed,6469,"WS/MP18043/2024-2025/140530-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-01-14,252862.0,Completed,,,,,,,147000000.0,Bihar,SASARAM(SC),,,,700000.0,107.0,,479.0,,,,,0.4761904761904762,1,1,700000.0,0.0,0.0,600000.0,16.666666666666664,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.2217846115418893,0.73,Low,0.0,None,No material anomaly signal detected.
893,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),VIJAYLAKSHMI DEVI,VIJAYLAKSHMI DEVI,SIWAN,"WS/MP18045/2024-2025/137000-Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18045/2024,Normal/Others,PCC Construction of the Road.,2024-08-25,998018.0,2024-10-16,8465,WS/MP18045/2024-2025/151531-Installation of multi-gym equipment,2025-03-25,992500.0,Physical Inspection,6800,"WS/MP18045/2024-2025/136998-Construction of roads, link roads, pathways or any other road with or without drainage system",2025-05-08,1303542.0,Completed,,,,,,,147000000.0,Bihar,SIWAN,,,,992500.0,52.0,,256.0,,,,,0.6751700680272109,1,2,1951000.0,0.0,0.0,600000.0,65.41666666666667,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7.058170130750301,4.23,Low,0.0,None,No material anomaly signal detected.
,Bihar,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),VIJAYLAKSHMI DEVI,VIJAYLAKSHMI DEVI,SIWAN,,WS/MP18045/2025,Normal/Others,High Mask Light,2024-12-15,,,8564,WS/MP18045/2025-2026/151729-Lighting of public spaces,2025-05-20,958500.0,Physical Inspection,16798,"WS/MP18045/2025-2026/214415-Construction of roads, link roads, pathways or any other road with or without drainage system",2025-10-03,997050.0,Completed,,,,,,,147000000.0,Bihar,SIWAN,,,,958500.0,,,292.0,,,,,0.6520408163265305,1,2,1951000.0,0.0,0.0,600000.0,59.75,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.6299750953996575,1.58,Low,0.0,None,No material anomaly signal detected.
,Chhattisgarh,NARAYANPUR(Collector Narayanpur_IDA),MAHESH KASHYAP,MAHESH KASHYAP,BASTAR(ST),,WS/MP18048/2024,Normal/Others,gram orchha me samudayik bhavan nirman karya,2024-10-04,,,5127,WS/MP18048/2024-2025/145555-Construction of buildings for community cultural activities,2025-03-24,500000.0,Vendor Identification,2058,"WS/MP18048/2024-2025/147649-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-07-29,898745.0,Completed,346092.0,2026-06-17,GRAM PANCHAYAT MADDED,GRAM PANCHAYAT MADDED,1.0,Payment In-Progress,147000000.0,Chhattisgarh,BASTAR(ST),,,,500000.0,,,663.0,69.2184,-153908.0,-30.781599999999997,153908.0,0.3401360544217687,1,2,978916.0,2108230.0,215.36372885926883,600000.0,-16.666666666666664,1,346092.0,346092.0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,17.605651558511443,10.56,Low,0.7,None,No material anomaly signal detected.
