work_id,state,ida,mp_name,constituency,work_category,work_description,recommended_amount,effective_sanction_amount,expenditure_amount,amount_disbursed,allocated_amount,work_status,completion_status,effectively_completed,recommended_date,sanction_date,expenditure_date,completion_date,recommendation_to_sanction_days,sanction_to_expenditure_days,project_duration_days,utilization_pct,cost_overrun_amount,cost_deviation_pct,remaining_sanction_amount,vendor_name,vendor_project_count,vendor_total_payment,vendor_average_payment,vendor_mp_count,vendor_state_count,vendor_payment_share_pct,expenditure_transaction_count,calamity_count,calamity_consent_amount,anomaly_count,anomaly_type,ml_anomaly_score,rule_score,risk_score,risk_category,risk_signal_strength,explanation
WS/MP18323/2026,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Normal/Others,"Construction of Community centre /Hall in Municipal Corporation / Govt owned open space in front of Rudra Hanuman temple at ward No.02, Rudreshwar Nagar ( E), Latur Municipal Corporation",1991059.0,794104.0,3585791.0,,147000000.0,Physical Inspection,,0,2024-09-27,2026-05-22,2026-08-24,,602.0,94.0,,451.5518118533593,2791687.0,351.55181185335925,-2791687.0,Bhimashankar Majur Sahkari Sanstha Maryadit,1,3585791.0,3585791.0,1,1,100.0,5.0,,,2,None,58.58302220972185,8,38.35,Medium,35.4,expenditure exceeds effective sanctioned amount
WS/MP761/2026,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Normal/Others,Construction of Tin Shed near Goshala,400000.0,350000.0,1890112.0,,281396355.11,Sanction,,0,2024-09-05,2026-07-14,2026-08-21,,677.0,38.0,,540.0319999999999,1540112.0,440.032,-1540112.0,GKNR Constructions and Man Power suppliers,1,1890112.0,1890112.0,1,1,100.0,6.0,,,2,None,58.17358039402354,8,38.1,Medium,35.1,expenditure exceeds effective sanctioned amount
WS/MP18111/2026,Maharashtra,AKOLA(DISTRICT COLLECTOR AKOLA_IDA),ANUP SANJAY DHOTRE,AKOLA,Normal/Others,Construction of Community hall at Matang Vasti Kaulkhed Bahadalpur,1000000.0,1000000.0,4899036.0,,147000000.0,Sanction,,0,2025-03-31,2026-04-22,2026-08-27,,387.0,127.0,,489.9036,3899036.0,389.90360000000004,-3899036.0,Nishant Gulab Rathod,1,4899036.0,4899036.0,1,1,100.0,5.0,,,2,None,57.48119293684144,8,37.69,Medium,34.6,expenditure exceeds effective sanctioned amount
WS/MP391/2025,Tamil Nadu,CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA),Thiru Dayanidhi Maran,CHENNAI CENTRAL,Normal/Others,"CONSTRUCTION OF BOXING ACADEMY BUILDING IN GOPALAPURAM WARD 111, PART 25, ZONE 9 OF CHENNAI CENTRAL CONSITUENCY",,10000000.0,,9749010.0,147000000.0,Work Completed,Completed,1,2024-10-09,,,2025-12-10,,,427.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,62.611859019229634,0,37.57,Medium,34.5,No material anomaly signal detected.
WS/MP393/2025,Tamil Nadu,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),Shri Karti P Chidambaram,SIVAGANGA,Normal/Others,(MPLADS 2024-25) Extension of Bus Stand in Sivaganga Municipality,,10000000.0,,992411.0,159049284.11,Vendor Identification,Completed,1,2024-10-22,,,2026-03-24,,,518.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,62.43276571198963,0,37.46,Medium,34.3,No material anomaly signal detected.
WS/MP353/2025,Kerala,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Adv Dean Kuriakose,IDUKKI,Normal/Others,"Installation of minimast light ( 8Mtr,Octogonal pole LED Flood Light 150 Wx5 no.s) at Pallithazham Canal Bund Jn., ward. 5, Paipra GP, Muvattupuzha Block",215496.0,215496.0,3901042.0,8676888.0,147000000.0,Physical Inspection,Completed,1,2024-09-30,2025-04-03,2026-08-22,2026-02-23,185.0,506.0,511.0,1810.2619074135948,3685546.0,1710.2619074135948,-3685546.0,KALLOOR ELECTRONICS AND LIGHTING PVT LTD,1,3901042.0,3901042.0,1,1,100.0,6.0,,,2,None,55.57245986061161,8,36.54,Medium,33.2,expenditure exceeds effective sanctioned amount
WS/MP710/2026,Puducherry,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Vaithilingam Ve,Puducherry,Normal/Others,"Improvements to the internal roads at Easwaran Nagar, Vinayagampet, Mannadipet Commune, Puducherry.",,1600000.0,4502914.0,,209368972.11,Time Estimation,,0,2024-10-29,,2026-08-18,,,,,281.432125,2902914.0,181.432125,-2902914.0,M SENTHILKUMAR,1,4502914.0,4502914.0,1,1,100.0,4.0,,,2,None,55.49657971616326,8,36.5,Medium,33.1,expenditure exceeds effective sanctioned amount
WS/MP740/2026,Tamil Nadu,ERODE(DISTRICT_COLLECTORE_ERODE_IDA),Andimuthu Raja,NILGIRIS(SC),Normal/Others,Construction of Anganvadi Building at Weekly Market area Ward No 15 at Punjai Puliampatti Town,1400000.0,1399943.0,3482790.0,,147000000.0,Physical Inspection,,0,2024-09-11,2026-05-15,2026-07-27,,611.0,73.0,,248.7808432200454,2082847.0,148.7808432200454,-2082847.0,SANDHIYA and CO,1,3482790.0,3482790.0,1,1,100.0,3.0,1.0,2500000.0,2,None,54.78219456318061,8,36.07,Medium,32.6,expenditure exceeds effective sanctioned amount
"NA-CONSTRUCTIONOFROADS,LINKROADS,PATHWAYSORANYOTHERROADWITHORWITHOUTDRAINAGESYSTEM",West Bengal,Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA),JAGADISH CHANDRA BARMA BASUNIA,COOCHBEHAR(SC),Normal/Others,ESTIMATE FOR CONSTRUCTION OF BLACKTOP ROAD FROM BABUMIAH TO CHANDI SAL ROAD VIA SASHADHAR ROY HOUSE AT DUDHER KUTHI DEWANBOSH UNDER SUKTABARI G.P. WITHIN COOCH BEHAR-I P.S.,5697372.0,5697372.0,,,168604641.11,,,0,2025-03-07,,,,,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,59.3828069927402,0,35.63,Medium,32.0,No material anomaly signal detected.
WS/MP858/2025,West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),Asit Kumar Mal,BOLPUR(SC),Normal/Others,"Construction of CC Road from Karulia panchanan tola to F P High School at Gidhagram GP ,Executing Agency E O Katwa I Panchayat samity.",357000.0,1500000.0,3831301.0,800000.0,275694456.74,Time Estimation,Completed,1,2024-09-12,2025-05-14,2026-08-25,2026-07-21,244.0,468.0,677.0,255.42006666666666,2331301.0,155.42006666666666,-2331301.0,BASUDEB HAZRA,1,3831301.0,3831301.0,1,1,100.0,3.0,,,2,None,53.337840454060625,8,35.2,Medium,31.5,expenditure exceeds effective sanctioned amount
WS/MP18248/2025,West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),DR. SHARMILA SARKAR,BARDHAMAN PURBA(SC),Normal/Others,Construction of steel foot bridge (low weight 4 wheeler vehicles can pass)over Joypur canal at Natu GP,,4042000.0,727916.0,998104.0,147000000.0,Sanction,Completed,1,2024-11-07,,2026-08-21,2026-07-21,,,621.0,18.008807521029194,-3314084.0,-81.9911924789708,3314084.0,MD SAHABAT HOSSAIN,1,727916.0,727916.0,1,1,100.0,2.0,,,1,None,58.176953124656016,0,34.91,Medium,31.1,No material anomaly signal detected.
WS/MP18250/2024,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),SK NURUL ISLAM,BASIRHAT,Normal/Others,Installation of 7nos. of Eletric street light under Kachua G.P & Basirhat II Panchayat Samity. (Sl No.-23 to 27),1732500.0,1400000.0,,1749119.0,49000000.0,Vendor Identification,Completed,1,2024-09-20,2025-01-28,,2026-08-27,130.0,,706.0,,,,,,0,0.0,0.0,0,0,,,,,1,Delayed Project,48.41400665748715,14,34.65,Medium,30.8,project duration is unusually long
WS/MP345/2024,Kerala,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),Shri NK Premachandran,KOLLAM,Normal/Others,"Construction of Building for Anganwadi No. 41, Padinjattekara Ward 23, Thevalakara Gramapanchayat, Chavara Constituency",1500000.0,1500000.0,1100546.0,399996.0,171477994.11,Work partially Completed,Completed,1,2024-09-26,2025-03-21,2026-07-09,2025-11-30,176.0,475.0,430.0,73.36973333333333,-399454.0,-26.630266666666667,399454.0,RASHEED S A,1,1100546.0,1100546.0,1,1,100.0,1.0,2.0,2000000.0,0,None,57.72330359733139,0,34.63,Medium,30.8,No material anomaly signal detected.
WS/MP710/2025,Puducherry,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Vaithilingam Ve,Puducherry,Normal/Others,"Formation of road near Pandivayal and Improvements to the branch roads, Pandakkal, Mahe, Puducherry.",,3000000.0,1229867.0,845883.0,209368972.11,Work partially Completed,Completed,1,2024-10-29,,2026-08-25,2025-09-23,,,329.0,40.99556666666667,-1770133.0,-59.00443333333333,1770133.0,Anbarasan G,1,1229867.0,1229867.0,1,1,100.0,1.0,,,0,None,57.4392227638347,0,34.46,Medium,30.6,No material anomaly signal detected.
WS/MP18181/2026,Tamil Nadu,COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA),ESWARASAMY K,POLLACHI,Normal/Others,Construction of 60000 litre OHT at Solapalayam H/o. Solapalayam panchayat,,1229625.0,5500000.0,,162315106.11,Physical Inspection,,0,2024-11-07,,2026-08-27,,,,,447.2908407034665,4270375.0,347.2908407034665,-4270375.0,JAYALAKSHMI BUILDERS,1,5500000.0,5500000.0,1,1,100.0,3.0,,,2,None,51.885448925398194,8,34.33,Medium,30.4,expenditure exceeds effective sanctioned amount
WS/MP529/2024,Andhra Pradesh,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Maddila Gurumoorthy,TIRUPATI(SC),Normal/Others,Construction of CC Raods from Puttu-Sathyavedu road to Market yard in Nagalapuram H/w of Nagalapuram GP in Nagalapuram Mandal.,1423237.0,500000.0,1159001.0,1038081.0,180399007.0,Work Completed,Completed,1,2024-09-02,2024-09-17,2026-08-05,2026-01-28,15.0,687.0,513.0,231.8002,659001.0,131.8002,-659001.0,T Bhanumathi,1,1159001.0,1159001.0,1,1,100.0,15.0,,,3,Duplicate Payment,38.79393637709737,26,33.68,Medium,29.6,expenditure exceeds effective sanctioned amount; possible repeated work/vendor/amount payment pattern
WS/MP18079/2025,Karnataka,BIDAR(DEPUTY COMMISSIONER BIDAR_IDA),SAGAR ESHWAR KHANDRE,BIDAR,Normal/Others,installation of High-mast light,,250000.0,3111750.0,239522.0,147000000.0,Work partially Completed,Completed,1,2024-10-19,,2026-08-20,2025-12-23,,,430.0,1244.6999999999998,2861750.0,1144.6999999999998,-2861750.0,SUGREEV,1,3111750.0,3111750.0,1,1,100.0,6.0,,,2,None,49.085333593528865,8,32.65,Medium,28.3,expenditure exceeds effective sanctioned amount
WS/MP317/2024,Bihar,MUZAFFARPUR(DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA),Smt Veena Devi,VAISHALI,Normal/Others,puchase book of diffrent school library,5000000.0,5000000.0,,2450000.0,147000000.0,Physical Inspection,Completed,1,2024-10-01,2024-10-07,,2025-03-27,6.0,,177.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,54.105975188296426,0,32.46,Medium,28.1,No material anomaly signal detected.
WS/MP18257/2025,West Bengal,Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),ABHIJIT GANGOPADHYAY,TAMLUK,Normal/Others,"Construction of a concrete road from the house of Anil Pal to the house of Prajapati Bhunia, Mouza-Shimulkundu, J.L. No. 227, Plot No. 1893 to 1740 under Gokulnagar G.P.",500000.0,500000.0,4221728.0,178774.0,147000000.0,Physical Inspection,Completed,1,2024-09-24,2025-05-23,2026-08-25,2026-08-15,241.0,459.0,690.0,844.3456,3721728.0,744.3456,-3721728.0,Giri Construction,1,4221728.0,4221728.0,1,1,100.0,13.0,,,2,None,48.77193076218648,8,32.46,Medium,28.1,expenditure exceeds effective sanctioned amount
WS/MP526/2024,Andhra Pradesh,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y S Avinash Reddy,KADAPA,Normal/Others,"Formation and Strengthening of R/s Embankment (bund) from Km.1.700km to 2.700 Km of No.2 Distributory of chapadu channel near Pallavolu (V),of Chapadu(M) of YSR District",478000.0,2496908.0,109235.0,391781.0,156430260.11,Physical Inspection,Completed,1,2024-09-26,2024-11-18,2026-08-19,2025-10-18,53.0,639.0,387.0,4.374810765955334,-2387673.0,-95.62518923404467,2387673.0,MALLIBOYANA BALAKRISHNA,1,109235.0,109235.0,1,1,100.0,1.0,,,0,None,54.02833645074542,0,32.42,Medium,28.0,No material anomaly signal detected.
WS/MP18278/2025,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Normal/Others,GRAM ADBHAR ME (MUKTIDHAM NIRMARAN),250000.0,250000.0,2064285.0,1245584.0,150384382.11,Vendor Identification,Completed,1,2024-09-19,2026-02-05,2026-08-27,2026-03-24,504.0,203.0,551.0,825.7139999999999,1814285.0,725.7139999999999,-1814285.0,SARPANCH GRAM PANCHAYAT SENDURAS,1,2064285.0,2064285.0,1,1,100.0,6.0,,,2,None,46.77365545797803,8,31.26,Medium,26.6,expenditure exceeds effective sanctioned amount
WS/MP632/2025,Kerala,PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA),Anto Antony,PATHANAMTHITTA,Normal/Others,Construction of Open Air Auditorium Building for Cultural Activities in Konni Grama Panchayat (Ward-16),2350000.0,900000.0,801857.0,,147000000.0,Sanction,,0,2024-09-25,2026-03-07,2026-08-01,,528.0,147.0,,89.09522222222222,-98143.0,-10.904777777777777,98143.0,BIJU M,1,801857.0,801857.0,1,1,100.0,2.0,,,1,None,51.6510850964402,0,30.99,Medium,26.2,No material anomaly signal detected.
WS/MP348/2025,Kerala,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Shri Benny Behanan,CHALAKUDY,Normal/Others,"CONTRUCTION OF BUILDING FOR JANASEVANA KENDRAM INFRONT OF THE PANCHAYAT OFFICE BUILDING, KARUKUTTY",,3500000.0,2118993.0,,164674770.11,Sanction,,0,2024-10-28,,2026-08-21,,,,,60.542657142857145,-1381007.0,-39.457342857142855,1381007.0,LIYON M V,1,2118993.0,2118993.0,1,1,100.0,2.0,,,1,None,50.87986142733375,0,30.53,Medium,25.7,No material anomaly signal detected.
WS/MP541/2026,Assam,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),Pradyut Bordoloi,NOWGONG,Normal/Others,"Construction of community hall at Geruamukh, Khatowal GP",200000.0,200000.0,279840.0,,98000000.0,Sanction,,0,2024-12-02,2026-07-17,2026-08-26,,592.0,40.0,,139.92,79840.0,39.92,-79840.0,PRITOM TRIBEDI,1,279840.0,279840.0,1,1,100.0,3.0,,,2,None,45.53386985965182,8,30.52,Medium,25.6,expenditure exceeds effective sanctioned amount
WS/MP18076/2024,Karnataka,HASSAN(DEPUTY COMMISSIONER HASSAN_IDA),DR C N MANJUNATH,BANGALORE RURAL,Normal/Others,"Construction of community hall by Hassan District Vokkaligara Sangha at S.M Krishna Nagar, Hassan CMC.",,1000000.0,250000.0,500000.0,147000000.0,Work partially Completed,Completed,1,2024-10-17,,2026-08-25,2026-05-15,,,575.0,25.0,-750000.0,-75.0,750000.0,PROJECT MANAGER NIRMITHI KENDRA RAMANAGARA,1,250000.0,250000.0,1,1,100.0,2.0,1.0,500000.0,2,Duplicate Payment,38.54043804156685,18,30.32,Medium,25.4,possible repeated work/vendor/amount payment pattern
WS/MP18250/2026,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),SK NURUL ISLAM,BASIRHAT,Normal/Others,Development and beautification of Dilip Kumar Memorial Institution Play Ground under Baduria Municipality (SL.No.- 34).,1000000.0,500000.0,,,49000000.0,Sanction,,0,2024-09-12,2026-06-23,,,649.0,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,49.5615961068391,0,29.74,Low,24.7,No material anomaly signal detected.
NA-INSTALLINGHANDPUMPS,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Normal/Others,Balwant S/o Ram Subhag Yadav ke Ghar ke samne Handpump,74000.0,74000.0,,,147000000.0,,,0,2024-09-25,,,,,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,48.944159999579014,0,29.37,Low,24.2,No material anomaly signal detected.
WS/MP18250/2025,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),SK NURUL ISLAM,BASIRHAT,Normal/Others,Installation of 3nos. Eletric based water tank and street solar light under Srinagar Matia G.P & Basirhat II Panchayat Samity. (Sl No.-5 to 7),2660000.0,500000.0,,499639.0,49000000.0,Vendor Identification,Completed,1,2024-09-20,2026-02-27,,2025-11-03,525.0,,409.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,48.74720967247141,0,29.25,Low,24.1,No material anomaly signal detected.
WS/MP863/2024,Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),P C Mohan,BANGALORE CENTRAL,Normal/Others,"Installation of 15 Nos. Dell Optiplex 7400 A10 12th Gen Core i7-12700T/16GB/512GB SSD + 1TB/WIN 10 Pro/FHD 24''/3 years on-site warranty, 02 Nos. Dell Optiplex 3280 A10 10th Gen Intel Core i5-10500T/8GB/1TB/22'' FHD/WIN 10 Pro/3 years on-site warranty, 03 Nos. Dell Optiplex 5400 A10 12th Gen Intel Core i5-12500T/8GB/256GB SSD + 1TB/WIN 11 Pro/24''/3 years on-site warranty, 02 Nos. Canon Jumbo Xerox Machines, and 02 Nos. Canon Laser Jet Printers 2900B",4739506.0,4739506.0,,4739506.0,159995711.11,Physical Inspection,Completed,1,2024-09-25,2024-11-20,,2025-05-09,56.0,,226.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,48.68573170201758,0,29.21,Low,24.0,No material anomaly signal detected.
WS/MP640/2026,Madhya Pradesh,SEONI(District Collector Seoni_IDA),Faggan Singh Kulaste,MANDLA(ST),Normal/Others,Construction of G.S.V. Road towards village Gurera Raiyat Shanti dham,,1000000.0,4541000.0,,151861648.41,Sanction,,0,2024-11-09,,2026-08-24,,,,,454.1,3541000.0,354.09999999999997,-3541000.0,MANISH CONSTRUCTION AND VENDORS,1,4541000.0,4541000.0,1,1,100.0,18.0,,,2,None,43.235464405785464,8,29.14,Low,23.9,expenditure exceeds effective sanctioned amount
WS/MP18007/2024,Andhra Pradesh,Eluru(DISTRICT COLLECTOR ELURU_IDA),Putta Mahesh Kumar,ELURU,Normal/Others,"Construction of Resting Barracks with attached wash rooms for Women in the District Police Office, Eluru",,3204000.0,1097173.0,,147000000.0,Work partially Completed,,1,2024-10-25,,2026-08-27,,,,,34.243851435705366,-2106827.0,-65.75614856429463,2106827.0,VIJAYA VIKRAM CONSTRUCTIONS,1,1097173.0,1097173.0,1,1,100.0,1.0,,,0,None,48.246138732606035,0,28.95,Low,23.7,No material anomaly signal detected.
WS/MP18065/2025,Haryana,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),DEEPENDER SINGH HOODA,ROHTAK,Normal/Others,Development works in Sakshi Malik Gym Hall,500000.0,500000.0,3463324.0,499973.0,147000000.0,Work Completed,Completed,1,2024-08-16,2025-08-04,2026-08-24,2026-01-13,353.0,385.0,515.0,692.6648,2963324.0,592.6648,-2963324.0,VAIBHAV Contractor,1,3463324.0,3463324.0,1,1,100.0,7.0,,,2,None,42.29167708167517,8,28.58,Low,23.2,expenditure exceeds effective sanctioned amount
WS/MP370/2024,Odisha,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Shri Jual Oram,SUNDARGARH (ST),Normal/Others,"Construction of Bathroom, Toilet, Kitchen and Dining Hall B-36, Sector-3, Rourkela (Executing Agency ITDA Panposh)",780000.0,600000.0,1412871.0,990000.0,173096756.91,Work Completed,Completed,1,2024-10-03,2025-02-11,2026-07-03,2026-05-13,131.0,507.0,587.0,235.47850000000003,812871.0,135.4785,-812871.0,SAGARIKA SWAIN,1,1412871.0,1412871.0,1,1,100.0,2.0,1.0,10000000.0,2,None,42.253731289318274,8,28.55,Low,23.2,expenditure exceeds effective sanctioned amount
WS/MP18263/2026,Karnataka,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,Normal/Others,"Udupi District, brahmavara taluk, 38 kalthuru grama panchayath, kalthuru village amuje dyangalu Rajeev shetty house road development work",,400000.0,4119444.0,,147000000.0,Sanction,,0,2024-10-29,,2026-08-24,,,,,1029.861,3719444.0,929.861,-3719444.0,Chikmagalur Nirmithi Kendra,1,4119444.0,4119444.0,1,1,100.0,12.0,,,2,None,42.16798214461113,8,28.5,Low,23.1,expenditure exceeds effective sanctioned amount
WS/MP719/2024,Rajasthan,Kekri(DISTRICT COLLECTOR Kekri_IDA),Bhagirath Chaudhary,AJMER,Normal/Others,Construction of Open Community hall at tejaji's place in Barol village.,999818.0,500000.0,216825.0,499540.0,147000000.0,Work Completed,Completed,1,2024-09-22,2024-12-06,2026-08-27,2026-01-20,75.0,629.0,485.0,43.364999999999995,-283175.0,-56.635000000000005,283175.0,SHIV CONSTRUCTICN KATSOORA,1,216825.0,216825.0,1,1,100.0,24.0,,,1,None,47.42943429503521,0,28.46,Low,23.1,No material anomaly signal detected.
WS/MP18311/2024,Punjab,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,Normal/Others,Construction of community center at village Nurpur Kalan,700000.0,500000.0,503751.0,500000.0,147000000.0,Physical Inspection,Completed,1,2024-10-28,2024-11-21,2026-08-26,2026-04-16,24.0,643.0,535.0,100.75019999999999,3751.0,0.7502,-3751.0,PUNJAB CEMENT AND IRON STORE,1,503751.0,503751.0,1,1,100.0,11.0,,,3,Duplicate Payment,29.227737755118678,26,27.94,Low,22.4,expenditure exceeds effective sanctioned amount; possible repeated work/vendor/amount payment pattern
WS/MP18069/2025,Himachal Pradesh,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),RAJEEV BHARDWAJ,KANGRA,Normal/Others,Construction of Pathways.,,100000.0,1343341.0,200000.0,179388967.11,Physical Inspection,Completed,1,2024-11-28,,2026-08-25,2026-08-27,,,637.0,1343.3410000000001,1243341.0,1243.3410000000001,-1243341.0,EE HPPWD PALAMPUR,1,1343341.0,1343341.0,1,1,100.0,8.0,,,2,None,41.026536526723724,8,27.82,Low,22.3,expenditure exceeds effective sanctioned amount
WS/MP18248/2024,West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),DR. SHARMILA SARKAR,BARDHAMAN PURBA(SC),Normal/Others,Solar submersible pump with drinking water facility at Agradwip Union Uchcha Madhyamik Vidyalay,,599916.0,3926005.0,998439.0,147000000.0,Sanction,Completed,1,2024-11-08,,2026-08-17,2026-08-11,,,641.0,654.4257862767454,3326089.0,554.4257862767454,-3326089.0,SRI BALAJI CONCERN,1,3926005.0,3926005.0,1,1,100.0,6.0,,,2,None,40.84089584506629,8,27.7,Low,22.1,expenditure exceeds effective sanctioned amount
WS/MP431/2024,Haryana,GURUGRAM(DC CUM NODAL OFFICER MPLADS_5),Rao Inderjit Singh,GURGAON,Trust and Society,Const. of Jat Bhawan,1500000.0,2099331.0,,1000000.0,147000000.0,Vendor Identification,Completed,1,2024-08-15,2024-12-16,,2026-07-10,123.0,,694.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,46.09772031597406,0,27.66,Low,22.1,No material anomaly signal detected.
WS/MP18324/2025,Gujarat,AMRELI(DISTRICT COLLECTOR AMRELI_IDA),BHARATBHAI MANUBHAI SUTARIYA,AMRELI,Normal/Others,Block paving work in different areas of Hadida village,,300000.0,3607870.0,400000.0,147000000.0,Physical Inspection,Completed,1,2024-11-06,,2026-08-25,2026-03-12,,,491.0,1202.6233333333334,3307870.0,1102.6233333333334,-3307870.0,LUVARIYA GRAM PANCHAYAT,1,3607870.0,3607870.0,1,1,100.0,12.0,,,2,None,40.526768527636385,8,27.52,Low,21.9,expenditure exceeds effective sanctioned amount
WS/MP18338/2025,Telangana,YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA),CHAMALA KIRAN KUMAR REDDY,BHONGIR,Normal/Others,PROVIDING OF STREET LIGHTS IN VANGALA VILLAGE,,100000.0,1500000.0,500000.0,147000000.0,Work Completed,Completed,1,2024-11-11,,2026-08-21,2025-11-20,,,374.0,1500.0,1400000.0,1400.0,-1400000.0,SAMA ABHISHEK REDDY,1,1500000.0,1500000.0,1,1,100.0,3.0,,,2,None,40.46243133530504,8,27.48,Low,21.8,expenditure exceeds effective sanctioned amount
WS/MP600/2025,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of Public Shed near Talab, Baddu Barar , Pyt. Upper Baddu , Village Charoli, Billawar,Kathua",,168000.0,2251969.0,168000.0,147000000.0,Physical Inspection,Completed,1,2024-10-22,,2026-08-17,2025-11-15,,,389.0,1340.457738095238,2083969.0,1240.457738095238,-2083969.0,Sh Rattan Singh So Lakhpat Singh Ro Beeranbass Hochak Pogal District Ramban Contractor,1,2251969.0,2251969.0,1,1,100.0,14.0,,,2,None,39.96463008923279,8,27.18,Low,21.5,expenditure exceeds effective sanctioned amount
